Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,avg_temp
India,Maize,1992,16758,1083.0,25.58
India,Maize,1992,16758,1083.0,25.14
India,Maize,1992,16758,1083.0,26.37
India,Maize,1992,16758,1083.0,24.62
India,Maize,1992,16758,1083.0,26.78
India,Maize,1992,16758,1083.0,25.89
India,Potatoes,1992,160294,1083.0,25.69
India,Potatoes,1992,160294,1083.0,26.82
India,Potatoes,1992,160294,1083.0,26.09
India,Potatoes,1992,160294,1083.0,23.79
India,Potatoes,1992,160294,1083.0,25.16
India,Potatoes,1992,160294,1083.0,25.91
India,Potatoes,1992,160294,1083.0,25.52
India,Potatoes,1992,160294,1083.0,26.41
India,Potatoes,1992,160294,1083.0,27.24
India,Potatoes,1992,160294,1083.0,25.41
India,Potatoes,1992,160294,1083.0,25.73
India,Potatoes,1992,160294,1083.0,25.27
India,Potatoes,1992,160294,1083.0,26.32
India,Potatoes,1992,160294,1083.0,25.58
India,Potatoes,1992,160294,1083.0,25.14
India,Potatoes,1992,160294,1083.0,26.37
India,Potatoes,1992,160294,1083.0,24.62
India,Potatoes,1992,160294,1083.0,26.78
India,Potatoes,1992,160294,1083.0,25.89
India,Rice,1992,26092,1083.0,25.69
India,Rice,1992,26092,1083.0,26.82
India,Rice,1992,26092,1083.0,26.09
India,Rice,1992,26092,1083.0,23.79
India,Rice,1992,26092,1083.0,25.16
India,Rice,1992,26092,1083.0,25.91
India,Rice,1992,26092,1083.0,25.52
India,Rice,1992,26092,1083.0,26.41
India,Rice,1992,26092,1083.0,27.24
India,Rice,1992,26092,1083.0,25.41
India,Rice,1992,26092,1083.0,25.73
India,Rice,1992,26092,1083.0,25.27
India,Rice,1992,26092,1083.0,26.32
India,Rice,1992,26092,1083.0,25.58
India,Rice,1992,26092,1083.0,25.14
India,Rice,1992,26092,1083.0,26.37
India,Rice,1992,26092,1083.0,24.62
India,Rice,1992,26092,1083.0,26.78
India,Rice,1992,26092,1083.0,25.89
India,Sorghum,1992,9820,1083.0,25.69
India,Sorghum,1992,9820,1083.0,26.82
India,Sorghum,1992,9820,1083.0,26.09
India,Sorghum,1992,9820,1083.0,23.79
India,Sorghum,1992,9820,1083.0,25.16
India,Sorghum,1992,9820,1083.0,25.91
India,Sorghum,1992,9820,1083.0,25.52
India,Sorghum,1992,9820,1083.0,26.41
India,Sorghum,1992,9820,1083.0,27.24
India,Sorghum,1992,9820,1083.0,25.41
India,Sorghum,1992,9820,1083.0,25.73
India,Sorghum,1992,9820,1083.0,25.27
India,Sorghum,1992,9820,1083.0,26.32
India,Sorghum,1992,9820,1083.0,25.58
India,Sorghum,1992,9820,1083.0,25.14
India,Sorghum,1992,9820,1083.0,26.37
India,Sorghum,1992,9820,1083.0,24.62
India,Sorghum,1992,9820,1083.0,26.78
India,Sorghum,1992,9820,1083.0,25.89
India,Soybeans,1992,8947,1083.0,25.69
India,Soybeans,1992,8947,1083.0,26.82
India,Soybeans,1992,8947,1083.0,26.09
India,Soybeans,1992,8947,1083.0,23.79
India,Soybeans,1992,8947,1083.0,25.16
India,Soybeans,1992,8947,1083.0,25.91
India,Soybeans,1992,8947,1083.0,25.52
India,Soybeans,1992,8947,1083.0,26.41
India,Soybeans,1992,8947,1083.0,27.24
India,Soybeans,1992,8947,1083.0,25.41
India,Soybeans,1992,8947,1083.0,25.73
India,Soybeans,1992,8947,1083.0,25.27
India,Soybeans,1992,8947,1083.0,26.32
India,Soybeans,1992,8947,1083.0,25.58
India,Soybeans,1992,8947,1083.0,25.14
India,Soybeans,1992,8947,1083.0,26.37
India,Soybeans,1992,8947,1083.0,24.62
India,Soybeans,1992,8947,1083.0,26.78
India,Soybeans,1992,8947,1083.0,25.89
India,Sweet potatoes,1992,82835,1083.0,25.69
India,Sweet potatoes,1992,82835,1083.0,26.82
India,Sweet potatoes,1992,82835,1083.0,26.09
India,Sweet potatoes,1992,82835,1083.0,23.79
India,Sweet potatoes,1992,82835,1083.0,25.16
India,Sweet potatoes,1992,82835,1083.0,25.91
India,Sweet potatoes,1992,82835,1083.0,25.52
India,Sweet potatoes,1992,82835,1083.0,26.41
India,Sweet potatoes,1992,82835,1083.0,27.24
India,Sweet potatoes,1992,82835,1083.0,25.41
India,Sweet potatoes,1992,82835,1083.0,25.73
India,Sweet potatoes,1992,82835,1083.0,25.27
India,Sweet potatoes,1992,82835,1083.0,26.32
India,Sweet potatoes,1992,82835,1083.0,25.58
India,Sweet potatoes,1992,82835,1083.0,25.14
India,Sweet potatoes,1992,82835,1083.0,26.37
India,Sweet potatoes,1992,82835,1083.0,24.62
India,Sweet potatoes,1992,82835,1083.0,26.78
India,Sweet potatoes,1992,82835,1083.0,25.89
India,Wheat,1992,23940,1083.0,25.69
India,Wheat,1992,23940,1083.0,26.82
India,Wheat,1992,23940,1083.0,26.09
India,Wheat,1992,23940,1083.0,23.79
India,Wheat,1992,23940,1083.0,25.16
India,Wheat,1992,23940,1083.0,25.91
India,Wheat,1992,23940,1083.0,25.52
India,Wheat,1992,23940,1083.0,26.41
India,Wheat,1992,23940,1083.0,27.24
India,Wheat,1992,23940,1083.0,25.41
India,Wheat,1992,23940,1083.0,25.73
India,Wheat,1992,23940,1083.0,25.27
India,Wheat,1992,23940,1083.0,26.32
India,Wheat,1992,23940,1083.0,25.58
India,Wheat,1992,23940,1083.0,25.14
India,Wheat,1992,23940,1083.0,26.37
India,Wheat,1992,23940,1083.0,24.62
India,Wheat,1992,23940,1083.0,26.78
India,Wheat,1992,23940,1083.0,25.89
India,Maize,1993,16015,1083.0,25.88
India,Maize,1993,16015,1083.0,27.46
India,Maize,1993,16015,1083.0,26.1
India,Maize,1993,16015,1083.0,24.34
India,Maize,1993,16015,1083.0,25.22
India,Maize,1993,16015,1083.0,25.75
India,Maize,1993,16015,1083.0,25.92
India,Maize,1993,16015,1083.0,26.34
India,Maize,1993,16015,1083.0,27.24
India,Maize,1993,16015,1083.0,25.5
India,Maize,1993,16015,1083.0,26.32
India,Maize,1993,16015,1083.0,25.27
India,Maize,1993,16015,1083.0,26.07
India,Maize,1993,16015,1083.0,25.66
India,Maize,1993,16015,1083.0,25.06
India,Maize,1993,16015,1083.0,27.07
India,Maize,1993,16015,1083.0,24.74
India,Maize,1993,16015,1083.0,27.04
India,Maize,1993,16015,1083.0,25.97
India,Potatoes,1993,149024,1083.0,25.88
India,Potatoes,1993,149024,1083.0,27.46
India,Potatoes,1993,149024,1083.0,26.1
India,Potatoes,1993,149024,1083.0,24.34
India,Potatoes,1993,149024,1083.0,25.22
India,Potatoes,1993,149024,1083.0,25.75
India,Potatoes,1993,149024,1083.0,25.92
India,Potatoes,1993,149024,1083.0,26.34
India,Potatoes,1993,149024,1083.0,27.24
India,Potatoes,1993,149024,1083.0,25.5
India,Potatoes,1993,149024,1083.0,26.32
India,Potatoes,1993,149024,1083.0,25.27
India,Potatoes,1993,149024,1083.0,26.07
India,Potatoes,1993,149024,1083.0,25.66
India,Potatoes,1993,149024,1083.0,25.06
India,Potatoes,1993,149024,1083.0,27.07
India,Potatoes,1993,149024,1083.0,24.74
India,Potatoes,1993,149024,1083.0,27.04
India,Potatoes,1993,149024,1083.0,25.97
India,Rice,1993,28303,1083.0,25.88
India,Rice,1993,28303,1083.0,27.46
India,Rice,1993,28303,1083.0,26.1
India,Rice,1993,28303,1083.0,24.34
India,Rice,1993,28303,1083.0,25.22
India,Rice,1993,28303,1083.0,25.75
India,Rice,1993,28303,1083.0,25.92
India,Rice,1993,28303,1083.0,26.34
India,Rice,1993,28303,1083.0,27.24
India,Rice,1993,28303,1083.0,25.5
India,Rice,1993,28303,1083.0,26.32
India,Rice,1993,28303,1083.0,25.27
India,Rice,1993,28303,1083.0,26.07
India,Rice,1993,28303,1083.0,25.66
India,Rice,1993,28303,1083.0,25.06
India,Rice,1993,28303,1083.0,27.07
India,Rice,1993,28303,1083.0,24.74
India,Rice,1993,28303,1083.0,27.04
India,Rice,1993,28303,1083.0,25.97
India,Sorghum,1993,8981,1083.0,25.88
India,Sorghum,1993,8981,1083.0,27.46
India,Sorghum,1993,8981,1083.0,26.1
India,Sorghum,1993,8981,1083.0,24.34
India,Sorghum,1993,8981,1083.0,25.22
India,Sorghum,1993,8981,1083.0,25.75
India,Sorghum,1993,8981,1083.0,25.92
India,Sorghum,1993,8981,1083.0,26.34
India,Sorghum,1993,8981,1083.0,27.24
India,Sorghum,1993,8981,1083.0,25.5
India,Sorghum,1993,8981,1083.0,26.32
India,Sorghum,1993,8981,1083.0,25.27
India,Sorghum,1993,8981,1083.0,26.07
India,Sorghum,1993,8981,1083.0,25.66
India,Sorghum,1993,8981,1083.0,25.06
India,Sorghum,1993,8981,1083.0,27.07
India,Sorghum,1993,8981,1083.0,24.74
India,Sorghum,1993,8981,1083.0,27.04
India,Sorghum,1993,8981,1083.0,25.97
India,Soybeans,1993,10857,1083.0,25.88
India,Soybeans,1993,10857,1083.0,27.46
India,Soybeans,1993,10857,1083.0,26.1
India,Soybeans,1993,10857,1083.0,24.34
India,Soybeans,1993,10857,1083.0,25.22
India,Soybeans,1993,10857,1083.0,25.75
India,Soybeans,1993,10857,1083.0,25.92
India,Soybeans,1993,10857,1083.0,26.34
India,Soybeans,1993,10857,1083.0,27.24
India,Soybeans,1993,10857,1083.0,25.5
India,Soybeans,1993,10857,1083.0,26.32
India,Soybeans,1993,10857,1083.0,25.27
India,Soybeans,1993,10857,1083.0,26.07
India,Soybeans,1993,10857,1083.0,25.66
India,Soybeans,1993,10857,1083.0,25.06
India,Soybeans,1993,10857,1083.0,27.07
India,Soybeans,1993,10857,1083.0,24.74
India,Soybeans,1993,10857,1083.0,27.04
India,Soybeans,1993,10857,1083.0,25.97
India,Sweet potatoes,1993,85962,1083.0,25.88
India,Sweet potatoes,1993,85962,1083.0,27.46
India,Sweet potatoes,1993,85962,1083.0,26.1
India,Sweet potatoes,1993,85962,1083.0,24.34
India,Sweet potatoes,1993,85962,1083.0,25.22
India,Sweet potatoes,1993,85962,1083.0,25.75
India,Sweet potatoes,1993,85962,1083.0,25.92
India,Sweet potatoes,1993,85962,1083.0,26.34
India,Sweet potatoes,1993,85962,1083.0,27.24
India,Sweet potatoes,1993,85962,1083.0,25.5
India,Sweet potatoes,1993,85962,1083.0,26.32
India,Sweet potatoes,1993,85962,1083.0,25.27
India,Sweet potatoes,1993,85962,1083.0,26.07
India,Sweet potatoes,1993,85962,1083.0,25.66
India,Sweet potatoes,1993,85962,1083.0,25.06
India,Sweet potatoes,1993,85962,1083.0,27.07
India,Sweet potatoes,1993,85962,1083.0,24.74
India,Sweet potatoes,1993,85962,1083.0,27.04
India,Sweet potatoes,1993,85962,1083.0,25.97
India,Wheat,1993,23267,1083.0,25.88
India,Wheat,1993,23267,1083.0,27.46
India,Wheat,1993,23267,1083.0,26.1
India,Wheat,1993,23267,1083.0,24.34
India,Wheat,1993,23267,1083.0,25.22
India,Wheat,1993,23267,1083.0,25.75
India,Wheat,1993,23267,1083.0,25.92
India,Wheat,1993,23267,1083.0,26.34
India,Wheat,1993,23267,1083.0,27.24
India,Wheat,1993,23267,1083.0,25.5
India,Wheat,1993,23267,1083.0,26.32
India,Wheat,1993,23267,1083.0,25.27
India,Wheat,1993,23267,1083.0,26.07
India,Wheat,1993,23267,1083.0,25.66
India,Wheat,1993,23267,1083.0,25.06
India,Wheat,1993,23267,1083.0,27.07
India,Wheat,1993,23267,1083.0,24.74
India,Wheat,1993,23267,1083.0,27.04
India,Wheat,1993,23267,1083.0,25.97
India,Maize,1994,14480,1083.0,25.75
India,Maize,1994,14480,1083.0,26.74
India,Maize,1994,14480,1083.0,26.03
India,Maize,1994,14480,1083.0,24.29
India,Maize,1994,14480,1083.0,25.22
India,Maize,1994,14480,1083.0,25.33
India,Maize,1994,14480,1083.0,25.87
India,Maize,1994,14480,1083.0,26.54
India,Maize,1994,14480,1083.0,27.07
India,Maize,1994,14480,1083.0,25.01
India,Maize,1994,14480,1083.0,25.92
India,Maize,1994,14480,1083.0,25.71
India,Maize,1994,14480,1083.0,24.84
India,Maize,1994,14480,1083.0,26.46
India,Maize,1994,14480,1083.0,24.71
India,Maize,1994,14480,1083.0,26.55
India,Maize,1994,14480,1083.0,25.95
India,Potatoes,1994,166101,1083.0,25.75
India,Potatoes,1994,166101,1083.0,26.74
India,Potatoes,1994,166101,1083.0,26.03
India,Potatoes,1994,166101,1083.0,24.29
India,Potatoes,1994,166101,1083.0,25.22
India,Potatoes,1994,166101,1083.0,25.33
India,Potatoes,1994,166101,1083.0,25.87
India,Potatoes,1994,166101,1083.0,26.54
India,Potatoes,1994,166101,1083.0,27.07
India,Potatoes,1994,166101,1083.0,25.01
India,Potatoes,1994,166101,1083.0,25.92
India,Potatoes,1994,166101,1083.0,25.71
India,Potatoes,1994,166101,1083.0,24.84
India,Potatoes,1994,166101,1083.0,26.46
India,Potatoes,1994,166101,1083.0,24.71
India,Potatoes,1994,166101,1083.0,26.55
India,Potatoes,1994,166101,1083.0,25.95
India,Rice,1994,28645,1083.0,25.75
India,Rice,1994,28645,1083.0,26.74
India,Rice,1994,28645,1083.0,26.03
India,Rice,1994,28645,1083.0,24.29
India,Rice,1994,28645,1083.0,25.22
India,Rice,1994,28645,1083.0,25.33
India,Rice,1994,28645,1083.0,25.87
India,Rice,1994,28645,1083.0,26.54
India,Rice,1994,28645,1083.0,27.07
India,Rice,1994,28645,1083.0,25.01
India,Rice,1994,28645,1083.0,25.92
India,Rice,1994,28645,1083.0,25.71
India,Rice,1994,28645,1083.0,24.84
India,Rice,1994,28645,1083.0,26.46
India,Rice,1994,28645,1083.0,24.71
India,Rice,1994,28645,1083.0,26.55
India,Rice,1994,28645,1083.0,25.95
India,Sorghum,1994,7786,1083.0,25.75
India,Sorghum,1994,7786,1083.0,26.74
India,Sorghum,1994,7786,1083.0,26.03
India,Sorghum,1994,7786,1083.0,24.29
India,Sorghum,1994,7786,1083.0,25.22
India,Sorghum,1994,7786,1083.0,25.33
India,Sorghum,1994,7786,1083.0,25.87
India,Sorghum,1994,7786,1083.0,26.54
India,Sorghum,1994,7786,1083.0,27.07
India,Sorghum,1994,7786,1083.0,25.01
India,Sorghum,1994,7786,1083.0,25.92
India,Sorghum,1994,7786,1083.0,25.71
India,Sorghum,1994,7786,1083.0,24.84
India,Sorghum,1994,7786,1083.0,26.46
India,Sorghum,1994,7786,1083.0,24.71
India,Sorghum,1994,7786,1083.0,26.55
India,Sorghum,1994,7786,1083.0,25.95
India,Soybeans,1994,9106,1083.0,25.75
India,Soybeans,1994,9106,1083.0,26.74
India,Soybeans,1994,9106,1083.0,26.03
India,Soybeans,1994,9106,1083.0,24.29
India,Soybeans,1994,9106,1083.0,25.22
India,Soybeans,1994,9106,1083.0,25.33
India,Soybeans,1994,9106,1083.0,25.87
India,Soybeans,1994,9106,1083.0,26.54
India,Soybeans,1994,9106,1083.0,27.07
India,Soybeans,1994,9106,1083.0,25.01
India,Soybeans,1994,9106,1083.0,25.92
India,Soybeans,1994,9106,1083.0,25.71
India,Soybeans,1994,9106,1083.0,24.84
India,Soybeans,1994,9106,1083.0,26.46
India,Soybeans,1994,9106,1083.0,24.71
India,Soybeans,1994,9106,1083.0,26.55
India,Soybeans,1994,9106,1083.0,25.95
India,Sweet potatoes,1994,84823,1083.0,25.75
India,Sweet potatoes,1994,84823,1083.0,26.74
India,Sweet potatoes,1994,84823,1083.0,26.03
India,Sweet potatoes,1994,84823,1083.0,24.29
India,Sweet potatoes,1994,84823,1083.0,25.22
India,Sweet potatoes,1994,84823,1083.0,25.33
India,Sweet potatoes,1994,84823,1083.0,25.87
India,Sweet potatoes,1994,84823,1083.0,26.54
India,Sweet potatoes,1994,84823,1083.0,27.07
India,Sweet potatoes,1994,84823,1083.0,25.01
India,Sweet potatoes,1994,84823,1083.0,25.92
India,Sweet potatoes,1994,84823,1083.0,25.71
India,Sweet potatoes,1994,84823,1083.0,24.84
India,Sweet potatoes,1994,84823,1083.0,26.46
India,Sweet potatoes,1994,84823,1083.0,24.71
India,Sweet potatoes,1994,84823,1083.0,26.55
India,Sweet potatoes,1994,84823,1083.0,25.95
India,Wheat,1994,23796,1083.0,25.75
India,Wheat,1994,23796,1083.0,26.74
India,Wheat,1994,23796,1083.0,26.03
India,Wheat,1994,23796,1083.0,24.29
India,Wheat,1994,23796,1083.0,25.22
India,Wheat,1994,23796,1083.0,25.33
India,Wheat,1994,23796,1083.0,25.87
India,Wheat,1994,23796,1083.0,26.54
India,Wheat,1994,23796,1083.0,27.07
India,Wheat,1994,23796,1083.0,25.01
India,Wheat,1994,23796,1083.0,25.92
India,Wheat,1994,23796,1083.0,25.71
India,Wheat,1994,23796,1083.0,24.84
India,Wheat,1994,23796,1083.0,26.46
India,Wheat,1994,23796,1083.0,24.71
India,Wheat,1994,23796,1083.0,26.55
India,Wheat,1994,23796,1083.0,25.95
India,Maize,1995,15946,1083.0,25.86
India,Maize,1995,15946,1083.0,27.2
India,Maize,1995,15946,1083.0,26.15
India,Maize,1995,15946,1083.0,24.04
India,Maize,1995,15946,1083.0,25.44
India,Maize,1995,15946,1083.0,25.73
India,Maize,1995,15946,1083.0,25.92
India,Maize,1995,15946,1083.0,26.62
India,Maize,1995,15946,1083.0,27.24
India,Maize,1995,15946,1083.0,25.5
India,Maize,1995,15946,1083.0,26.13
India,Maize,1995,15946,1083.0,25.55
India,Maize,1995,15946,1083.0,26.04
India,Maize,1995,15946,1083.0,25.76
India,Maize,1995,15946,1083.0,25.24
India,Maize,1995,15946,1083.0,26.72
India,Maize,1995,15946,1083.0,24.64
India,Maize,1995,15946,1083.0,27.03
India,Maize,1995,15946,1083.0,26.01
India,Potatoes,1995,162720,1083.0,25.86
India,Potatoes,1995,162720,1083.0,27.2
India,Potatoes,1995,162720,1083.0,26.15
India,Potatoes,1995,162720,1083.0,24.04
India,Potatoes,1995,162720,1083.0,25.44
India,Potatoes,1995,162720,1083.0,25.73
India,Potatoes,1995,162720,1083.0,25.92
India,Potatoes,1995,162720,1083.0,26.62
India,Potatoes,1995,162720,1083.0,27.24
India,Potatoes,1995,162720,1083.0,25.5
India,Potatoes,1995,162720,1083.0,26.13
India,Potatoes,1995,162720,1083.0,25.55
India,Potatoes,1995,162720,1083.0,26.04
India,Potatoes,1995,162720,1083.0,25.76
India,Potatoes,1995,162720,1083.0,25.24
India,Potatoes,1995,162720,1083.0,26.72
India,Potatoes,1995,162720,1083.0,24.64
India,Potatoes,1995,162720,1083.0,27.03
India,Potatoes,1995,162720,1083.0,26.01
India,Rice,1995,26972,1083.0,25.86
India,Rice,1995,26972,1083.0,27.2
India,Rice,1995,26972,1083.0,26.15
India,Rice,1995,26972,1083.0,24.04
India,Rice,1995,26972,1083.0,25.44
India,Rice,1995,26972,1083.0,25.73
India,Rice,1995,26972,1083.0,25.92
India,Rice,1995,26972,1083.0,26.62
India,Rice,1995,26972,1083.0,27.24
India,Rice,1995,26972,1083.0,25.5
India,Rice,1995,26972,1083.0,26.13
India,Rice,1995,26972,1083.0,25.55
India,Rice,1995,26972,1083.0,26.04
India,Rice,1995,26972,1083.0,25.76
India,Rice,1995,26972,1083.0,25.24
India,Rice,1995,26972,1083.0,26.72
India,Rice,1995,26972,1083.0,24.64
India,Rice,1995,26972,1083.0,27.03
India,Rice,1995,26972,1083.0,26.01
India,Sorghum,1995,8235,1083.0,25.86
India,Sorghum,1995,8235,1083.0,27.2
India,Sorghum,1995,8235,1083.0,26.15
India,Sorghum,1995,8235,1083.0,24.04
India,Sorghum,1995,8235,1083.0,25.44
India,Sorghum,1995,8235,1083.0,25.73
India,Sorghum,1995,8235,1083.0,25.92
India,Sorghum,1995,8235,1083.0,26.62
India,Sorghum,1995,8235,1083.0,27.24
India,Sorghum,1995,8235,1083.0,25.5
India,Sorghum,1995,8235,1083.0,26.13
India,Sorghum,1995,8235,1083.0,25.55
India,Sorghum,1995,8235,1083.0,26.04
India,Sorghum,1995,8235,1083.0,25.76
India,Sorghum,1995,8235,1083.0,25.24
India,Sorghum,1995,8235,1083.0,26.72
India,Sorghum,1995,8235,1083.0,24.64
India,Sorghum,1995,8235,1083.0,27.03
India,Sorghum,1995,8235,1083.0,26.01
India,Soybeans,1995,10121,1083.0,25.86
India,Soybeans,1995,10121,1083.0,27.2
India,Soybeans,1995,10121,1083.0,26.15
India,Soybeans,1995,10121,1083.0,24.04
India,Soybeans,1995,10121,1083.0,25.44
India,Soybeans,1995,10121,1083.0,25.73
India,Soybeans,1995,10121,1083.0,25.92
India,Soybeans,1995,10121,1083.0,26.62
India,Soybeans,1995,10121,1083.0,27.24
India,Soybeans,1995,10121,1083.0,25.5
India,Soybeans,1995,10121,1083.0,26.13
India,Soybeans,1995,10121,1083.0,25.55
India,Soybeans,1995,10121,1083.0,26.04
India,Soybeans,1995,10121,1083.0,25.76
India,Soybeans,1995,10121,1083.0,25.24
India,Soybeans,1995,10121,1083.0,26.72
India,Soybeans,1995,10121,1083.0,24.64
India,Soybeans,1995,10121,1083.0,27.03
India,Soybeans,1995,10121,1083.0,26.01
India,Sweet potatoes,1995,80643,1083.0,25.86
India,Sweet potatoes,1995,80643,1083.0,27.2
India,Sweet potatoes,1995,80643,1083.0,26.15
India,Sweet potatoes,1995,80643,1083.0,24.04
India,Sweet potatoes,1995,80643,1083.0,25.44
India,Sweet potatoes,1995,80643,1083.0,25.73
India,Sweet potatoes,1995,80643,1083.0,25.92
India,Sweet potatoes,1995,80643,1083.0,26.62
India,Sweet potatoes,1995,80643,1083.0,27.24
India,Sweet potatoes,1995,80643,1083.0,25.5
India,Sweet potatoes,1995,80643,1083.0,26.13
India,Sweet potatoes,1995,80643,1083.0,25.55
India,Sweet potatoes,1995,80643,1083.0,26.04
India,Sweet potatoes,1995,80643,1083.0,25.76
India,Sweet potatoes,1995,80643,1083.0,25.24
India,Sweet potatoes,1995,80643,1083.0,26.72
India,Sweet potatoes,1995,80643,1083.0,24.64
India,Sweet potatoes,1995,80643,1083.0,27.03
India,Sweet potatoes,1995,80643,1083.0,26.01
India,Wheat,1995,25590,1083.0,25.86
India,Wheat,1995,25590,1083.0,27.2
India,Wheat,1995,25590,1083.0,26.15
India,Wheat,1995,25590,1083.0,24.04
India,Wheat,1995,25590,1083.0,25.44
India,Wheat,1995,25590,1083.0,25.73
India,Wheat,1995,25590,1083.0,25.92
India,Wheat,1995,25590,1083.0,26.62
India,Wheat,1995,25590,1083.0,27.24
India,Wheat,1995,25590,1083.0,25.5
India,Wheat,1995,25590,1083.0,26.13
India,Wheat,1995,25590,1083.0,25.55
India,Wheat,1995,25590,1083.0,26.04
India,Wheat,1995,25590,1083.0,25.76
India,Wheat,1995,25590,1083.0,25.24
India,Wheat,1995,25590,1083.0,26.72
India,Wheat,1995,25590,1083.0,24.64
India,Wheat,1995,25590,1083.0,27.03
India,Wheat,1995,25590,1083.0,26.01
India,Maize,1996,17094,1083.0,25.63
India,Maize,1996,17094,1083.0,27.06
India,Maize,1996,17094,1083.0,26.1
India,Maize,1996,17094,1083.0,23.81
India,Maize,1996,17094,1083.0,25.41
India,Maize,1996,17094,1083.0,25.9
India,Maize,1996,17094,1083.0,25.55
India,Maize,1996,17094,1083.0,26.65
India,Maize,1996,17094,1083.0,27.37
India,Maize,1996,17094,1083.0,25.79
India,Maize,1996,17094,1083.0,25.31
India,Maize,1996,17094,1083.0,26.46
India,Maize,1996,17094,1083.0,25.75
India,Maize,1996,17094,1083.0,25.34
India,Maize,1996,17094,1083.0,26.64
India,Maize,1996,17094,1083.0,24.78
India,Maize,1996,17094,1083.0,27.01
India,Maize,1996,17094,1083.0,25.99
India,Potatoes,1996,169913,1083.0,25.63
India,Potatoes,1996,169913,1083.0,27.06
India,Potatoes,1996,169913,1083.0,26.1
India,Potatoes,1996,169913,1083.0,23.81
India,Potatoes,1996,169913,1083.0,25.41
India,Potatoes,1996,169913,1083.0,25.9
India,Potatoes,1996,169913,1083.0,25.55
India,Potatoes,1996,169913,1083.0,26.65
India,Potatoes,1996,169913,1083.0,27.37
India,Potatoes,1996,169913,1083.0,25.79
India,Potatoes,1996,169913,1083.0,25.31
India,Potatoes,1996,169913,1083.0,26.46
India,Potatoes,1996,169913,1083.0,25.75
India,Potatoes,1996,169913,1083.0,25.34
India,Potatoes,1996,169913,1083.0,26.64
India,Potatoes,1996,169913,1083.0,24.78
India,Potatoes,1996,169913,1083.0,27.01
India,Potatoes,1996,169913,1083.0,25.99
India,Rice,1996,28226,1083.0,25.63
India,Rice,1996,28226,1083.0,27.06
India,Rice,1996,28226,1083.0,26.1
India,Rice,1996,28226,1083.0,23.81
India,Rice,1996,28226,1083.0,25.41
India,Rice,1996,28226,1083.0,25.9
India,Rice,1996,28226,1083.0,25.55
India,Rice,1996,28226,1083.0,26.65
India,Rice,1996,28226,1083.0,27.37
India,Rice,1996,28226,1083.0,25.79
India,Rice,1996,28226,1083.0,25.31
India,Rice,1996,28226,1083.0,26.46
India,Rice,1996,28226,1083.0,25.75
India,Rice,1996,28226,1083.0,25.34
India,Rice,1996,28226,1083.0,26.64
India,Rice,1996,28226,1083.0,24.78
India,Rice,1996,28226,1083.0,27.01
India,Rice,1996,28226,1083.0,25.99
India,Sorghum,1996,9591,1083.0,25.63
India,Sorghum,1996,9591,1083.0,27.06
India,Sorghum,1996,9591,1083.0,26.1
India,Sorghum,1996,9591,1083.0,23.81
India,Sorghum,1996,9591,1083.0,25.41
India,Sorghum,1996,9591,1083.0,25.9
India,Sorghum,1996,9591,1083.0,25.55
India,Sorghum,1996,9591,1083.0,26.65
India,Sorghum,1996,9591,1083.0,27.37
India,Sorghum,1996,9591,1083.0,25.79
India,Sorghum,1996,9591,1083.0,25.31
India,Sorghum,1996,9591,1083.0,26.46
India,Sorghum,1996,9591,1083.0,25.75
India,Sorghum,1996,9591,1083.0,25.34
India,Sorghum,1996,9591,1083.0,26.64
India,Sorghum,1996,9591,1083.0,24.78
India,Sorghum,1996,9591,1083.0,27.01
India,Sorghum,1996,9591,1083.0,25.99
India,Soybeans,1996,10319,1083.0,25.63
India,Soybeans,1996,10319,1083.0,27.06
India,Soybeans,1996,10319,1083.0,26.1
India,Soybeans,1996,10319,1083.0,23.81
India,Soybeans,1996,10319,1083.0,25.41
India,Soybeans,1996,10319,1083.0,25.9
India,Soybeans,1996,10319,1083.0,25.55
India,Soybeans,1996,10319,1083.0,26.65
India,Soybeans,1996,10319,1083.0,27.37
India,Soybeans,1996,10319,1083.0,25.79
India,Soybeans,1996,10319,1083.0,25.31
India,Soybeans,1996,10319,1083.0,26.46
India,Soybeans,1996,10319,1083.0,25.75
India,Soybeans,1996,10319,1083.0,25.34
India,Soybeans,1996,10319,1083.0,26.64
India,Soybeans,1996,10319,1083.0,24.78
India,Soybeans,1996,10319,1083.0,27.01
India,Soybeans,1996,10319,1083.0,25.99
India,Sweet potatoes,1996,80716,1083.0,25.63
India,Sweet potatoes,1996,80716,1083.0,27.06
India,Sweet potatoes,1996,80716,1083.0,26.1
India,Sweet potatoes,1996,80716,1083.0,23.81
India,Sweet potatoes,1996,80716,1083.0,25.41
India,Sweet potatoes,1996,80716,1083.0,25.9
India,Sweet potatoes,1996,80716,1083.0,25.55
India,Sweet potatoes,1996,80716,1083.0,26.65
India,Sweet potatoes,1996,80716,1083.0,27.37
India,Sweet potatoes,1996,80716,1083.0,25.79
India,Sweet potatoes,1996,80716,1083.0,25.31
India,Sweet potatoes,1996,80716,1083.0,26.46
India,Sweet potatoes,1996,80716,1083.0,25.75
India,Sweet potatoes,1996,80716,1083.0,25.34
India,Sweet potatoes,1996,80716,1083.0,26.64
India,Sweet potatoes,1996,80716,1083.0,24.78
India,Sweet potatoes,1996,80716,1083.0,27.01
India,Sweet potatoes,1996,80716,1083.0,25.99
